name,category,iconName,nodeId,assetPath,useTier,verification,notes
Standard Icons / F / fulfillment_order,Standard Icons,fulfillment_order,1518:27615,icon-assets/exported-svg/Standard Icons/F/fulfillment_order.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / G / generic_loading,Standard Icons,generic_loading,1518:27617,icon-assets/exported-svg/Standard Icons/G/generic_loading.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / G / global_constant,Standard Icons,global_constant,1518:27619,icon-assets/exported-svg/Standard Icons/G/global_constant.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / G / goals,Standard Icons,goals,1518:27355,icon-assets/exported-svg/Standard Icons/G/goals.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / G / group_loading,Standard Icons,group_loading,1518:27621,icon-assets/exported-svg/Standard Icons/G/group_loading.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / G / groups,Standard Icons,groups,1518:27623,icon-assets/exported-svg/Standard Icons/G/groups.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / H / hierarchy,Standard Icons,hierarchy,1518:27625,icon-assets/exported-svg/Standard Icons/H/hierarchy.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / H / high_velocity_sales,Standard Icons,high_velocity_sales,1518:27627,icon-assets/exported-svg/Standard Icons/H/high_velocity_sales.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / H / home,Standard Icons,home,1518:27629,icon-assets/exported-svg/Standard Icons/H/home.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / H / household,Standard Icons,household,1518:27631,icon-assets/exported-svg/Standard Icons/H/household.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / I / individual,Standard Icons,individual,1518:27633,icon-assets/exported-svg/Standard Icons/I/individual.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / I / insights,Standard Icons,insights,1518:27635,icon-assets/exported-svg/Standard Icons/I/insights.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / I / instore_locations,Standard Icons,instore_locations,1518:27637,icon-assets/exported-svg/Standard Icons/I/instore_locations.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / I / investment_account,Standard Icons,investment_account,1518:27357,icon-assets/exported-svg/Standard Icons/I/investment_account.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / I / invocable_action,Standard Icons,invocable_action,1518:27639,icon-assets/exported-svg/Standard Icons/I/invocable_action.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / I / iot_context,Standard Icons,iot_context,1518:27641,icon-assets/exported-svg/Standard Icons/I/iot_context.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / I / iot_orchestrations,Standard Icons,iot_orchestrations,1518:27643,icon-assets/exported-svg/Standard Icons/I/iot_orchestrations.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / J / javascript_button,Standard Icons,javascript_button,1518:27645,icon-assets/exported-svg/Standard Icons/J/javascript_button.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / J / job,Standard Icons,job,1518:27649,icon-assets/exported-svg/Standard Icons/J/job.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / J / job_family,Standard Icons,job_family,1518:27978,icon-assets/exported-svg/Standard Icons/J/job_family.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / J / job_position,Standard Icons,job_position,1518:27976,icon-assets/exported-svg/Standard Icons/J/job_position.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / J / job_profile,Standard Icons,job_profile,1518:27647,icon-assets/exported-svg/Standard Icons/J/job_profile.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / K / kanban,Standard Icons,kanban,1518:27652,icon-assets/exported-svg/Standard Icons/K/kanban.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / K / knowledge,Standard Icons,knowledge,1518:27654,icon-assets/exported-svg/Standard Icons/K/knowledge.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / L / lead,Standard Icons,lead,1518:27658,icon-assets/exported-svg/Standard Icons/L/lead.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / L / lead_insights,Standard Icons,lead_insights,1518:27656,icon-assets/exported-svg/Standard Icons/L/lead_insights.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / L / lead_list,Standard Icons,lead_list,1518:27359,icon-assets/exported-svg/Standard Icons/L/lead_list.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / L / letterhead,Standard Icons,letterhead,1518:27660,icon-assets/exported-svg/Standard Icons/L/letterhead.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / L / lightning_component,Standard Icons,lightning_component,1518:27662,icon-assets/exported-svg/Standard Icons/L/lightning_component.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / L / lightning_usage,Standard Icons,lightning_usage,1518:27361,icon-assets/exported-svg/Standard Icons/L/lightning_usage.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / L / link,Standard Icons,link,1518:27664,icon-assets/exported-svg/Standard Icons/L/link.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / L / list_email,Standard Icons,list_email,1518:27666,icon-assets/exported-svg/Standard Icons/L/list_email.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / L / live_chat,Standard Icons,live_chat,1518:27670,icon-assets/exported-svg/Standard Icons/L/live_chat.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / L / live_chat_visitor,Standard Icons,live_chat_visitor,1518:27668,icon-assets/exported-svg/Standard Icons/L/live_chat_visitor.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / L / location,Standard Icons,location,1518:27672,icon-assets/exported-svg/Standard Icons/L/location.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / L / log_a_call,Standard Icons,log_a_call,1518:27674,icon-assets/exported-svg/Standard Icons/L/log_a_call.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / L / logging,Standard Icons,logging,1518:27676,icon-assets/exported-svg/Standard Icons/L/logging.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / L / loop,Standard Icons,loop,1518:27363,icon-assets/exported-svg/Standard Icons/L/loop.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / M / macros,Standard Icons,macros,1518:27678,icon-assets/exported-svg/Standard Icons/M/macros.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / M / maintenance_asset,Standard Icons,maintenance_asset,1518:27680,icon-assets/exported-svg/Standard Icons/M/maintenance_asset.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / M / maintenance_plan,Standard Icons,maintenance_plan,1518:27682,icon-assets/exported-svg/Standard Icons/M/maintenance_plan.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / M / marketing_actions,Standard Icons,marketing_actions,1518:27684,icon-assets/exported-svg/Standard Icons/M/marketing_actions.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / M / merge,Standard Icons,merge,1518:27686,icon-assets/exported-svg/Standard Icons/M/merge.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / M / messaging_conversation,Standard Icons,messaging_conversation,1518:27688,icon-assets/exported-svg/Standard Icons/M/messaging_conversation.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / M / messaging_session,Standard Icons,messaging_session,1518:27690,icon-assets/exported-svg/Standard Icons/M/messaging_session.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / M / messaging_user,Standard Icons,messaging_user,1518:27692,icon-assets/exported-svg/Standard Icons/M/messaging_user.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / M / metrics,Standard Icons,metrics,1518:27694,icon-assets/exported-svg/Standard Icons/M/metrics.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / M / multi_picklist,Standard Icons,multi_picklist,1518:27365,icon-assets/exported-svg/Standard Icons/M/multi_picklist.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / M / multi_select_checkbox,Standard Icons,multi_select_checkbox,1518:27696,icon-assets/exported-svg/Standard Icons/M/multi_select_checkbox.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / N / news,Standard Icons,news,1518:27698,icon-assets/exported-svg/Standard Icons/N/news.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / N / note,Standard Icons,note,1518:27700,icon-assets/exported-svg/Standard Icons/N/note.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / N / number_input,Standard Icons,number_input,1518:27702,icon-assets/exported-svg/Standard Icons/N/number_input.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / O / omni_supervisor,Standard Icons,omni_supervisor,1518:27704,icon-assets/exported-svg/Standard Icons/O/omni_supervisor.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / O / operating_hours,Standard Icons,operating_hours,1518:27706,icon-assets/exported-svg/Standard Icons/O/operating_hours.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / O / opportunity,Standard Icons,opportunity,1518:27712,icon-assets/exported-svg/Standard Icons/O/opportunity.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / O / opportunity_contact_role,Standard Icons,opportunity_contact_role,1518:27708,icon-assets/exported-svg/Standard Icons/O/opportunity_contact_role.svg,primary,visual-required,Searchable and usable after visual verification.
Standard Icons / O / opportunity_splits,Standard Icons,opportunity_splits,1518:27710,icon-assets/exported-svg/Standard Icons/O/opportunity_splits.svg,primary,visual-required,Searchable and usable after visual verification.
